Running 3PK...
SOLNP+--> The user does not provided gradient function of cost in the fun structure. 
SOLNP+--> SOLNP uses zero-order method instead.
SOLNP+--> Iteration 1: obj = 4.2158e+03, infeasibility = 0.0000e+00
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 20: obj = inf, infeasibility = 1.4665e+04
SOLNP+--> Redundant constraints were found. Poor              
         intermediate results may result.  Suggest that you  
         remove redundant constraints and re-OPTIMIZE.       
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 21: obj = inf, infeasibility = 1.4665e+04
SOLNP+--> Redundant constraints were found. Poor              
         intermediate results may result.  Suggest that you  
         remove redundant constraints and re-OPTIMIZE.       
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 22: obj = inf, infeasibility = 1.4665e+04
SOLNP+--> Redundant constraints were found. Poor              
         intermediate results may result.  Suggest that you  
         remove redundant constraints and re-OPTIMIZE.       
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 23: obj = inf, infeasibility = 1.4665e+04
SOLNP+--> Redundant constraints were found. Poor              
         intermediate results may result.  Suggest that you  
         remove redundant constraints and re-OPTIMIZE.       
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 24: obj = inf, infeasibility = 1.4665e+04
SOLNP+--> Redundant constraints were found. Poor              
         intermediate results may result.  Suggest that you  
         remove redundant constraints and re-OPTIMIZE.       
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 25: obj = inf, infeasibility = 1.4665e+04
SOLNP+--> Redundant constraints were found. Poor              
         intermediate results may result.  Suggest that you  
         remove redundant constraints and re-OPTIMIZE.       
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 26: obj = inf, infeasibility = 1.4665e+04
SOLNP+--> Redundant constraints were found. Poor              
         intermediate results may result.  Suggest that you  
         remove redundant constraints and re-OPTIMIZE.       
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 27: obj = inf, infeasibility = 1.4665e+04
SOLNP+--> Redundant constraints were found. Poor              
         intermediate results may result.  Suggest that you  
         remove redundant constraints and re-OPTIMIZE.       
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 28: obj = inf, infeasibility = 1.4665e+04
SOLNP+--> Redundant constraints were found. Poor              
         intermediate results may result.  Suggest that you  
         remove redundant constraints and re-OPTIMIZE.       
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 29: obj = inf, infeasibility = 1.4665e+04
SOLNP+--> Redundant constraints were found. Poor              
         intermediate results may result.  Suggest that you  
         remove redundant constraints and re-OPTIMIZE.       
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 30: obj = inf, infeasibility = 1.4665e+04
SOLNP+--> Redundant constraints were found. Poor              
         intermediate results may result.  Suggest that you  
         remove redundant constraints and re-OPTIMIZE.       
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 31: obj = inf, infeasibility = 1.4665e+04
SOLNP+--> Redundant constraints were found. Poor              
         intermediate results may result.  Suggest that you  
         remove redundant constraints and re-OPTIMIZE.       
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 32: obj = inf, infeasibility = 1.4665e+04
SOLNP+--> Redundant constraints were found. Poor              
         intermediate results may result.  Suggest that you  
         remove redundant constraints and re-OPTIMIZE.       
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 33: obj = inf, infeasibility = 1.4665e+04
SOLNP+--> Redundant constraints were found. Poor              
         intermediate results may result.  Suggest that you  
         remove redundant constraints and re-OPTIMIZE.       
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 34: obj = inf, infeasibility = 1.4665e+04
SOLNP+--> Redundant constraints were found. Poor              
         intermediate results may result.  Suggest that you  
         remove redundant constraints and re-OPTIMIZE.       
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 35: obj = inf, infeasibility = 1.4665e+04
SOLNP+--> Redundant constraints were found. Poor              
         intermediate results may result.  Suggest that you  
         remove redundant constraints and re-OPTIMIZE.       
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 36: obj = inf, infeasibility = 1.4665e+04
SOLNP+--> Redundant constraints were found. Poor              
         intermediate results may result.  Suggest that you  
         remove redundant constraints and re-OPTIMIZE.       
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 37: obj = inf, infeasibility = 1.4665e+04
SOLNP+--> Redundant constraints were found. Poor              
         intermediate results may result.  Suggest that you  
         remove redundant constraints and re-OPTIMIZE.       
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 38: obj = inf, infeasibility = 1.4665e+04
SOLNP+--> Redundant constraints were found. Poor              
         intermediate results may result.  Suggest that you  
         remove redundant constraints and re-OPTIMIZE.       
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 39: obj = inf, infeasibility = 1.4665e+04
SOLNP+--> Redundant constraints were found. Poor              
         intermediate results may result.  Suggest that you  
         remove redundant constraints and re-OPTIMIZE.       
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 40: obj = inf, infeasibility = 1.4665e+04
SOLNP+--> Redundant constraints were found. Poor              
         intermediate results may result.  Suggest that you  
         remove redundant constraints and re-OPTIMIZE.       
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 41: obj = inf, infeasibility = 1.4665e+04
SOLNP+--> Redundant constraints were found. Poor              
         intermediate results may result.  Suggest that you  
         remove redundant constraints and re-OPTIMIZE.       
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 42: obj = inf, infeasibility = 1.4665e+04
SOLNP+--> Redundant constraints were found. Poor              
         intermediate results may result.  Suggest that you  
         remove redundant constraints and re-OPTIMIZE.       
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 43: obj = inf, infeasibility = 1.4665e+04
SOLNP+--> Redundant constraints were found. Poor              
         intermediate results may result.  Suggest that you  
         remove redundant constraints and re-OPTIMIZE.       
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 44: obj = inf, infeasibility = 1.4665e+04
SOLNP+--> Redundant constraints were found. Poor              
         intermediate results may result.  Suggest that you  
         remove redundant constraints and re-OPTIMIZE.       
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 45: obj = inf, infeasibility = 1.4665e+04
SOLNP+--> Redundant constraints were found. Poor              
         intermediate results may result.  Suggest that you  
         remove redundant constraints and re-OPTIMIZE.       
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 46: obj = inf, infeasibility = 1.4665e+04
SOLNP+--> Redundant constraints were found. Poor              
         intermediate results may result.  Suggest that you  
         remove redundant constraints and re-OPTIMIZE.       
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 47: obj = inf, infeasibility = 1.4665e+04
SOLNP+--> Redundant constraints were found. Poor              
         intermediate results may result.  Suggest that you  
         remove redundant constraints and re-OPTIMIZE.       
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 48: obj = inf, infeasibility = 1.4665e+04
SOLNP+--> Redundant constraints were found. Poor              
         intermediate results may result.  Suggest that you  
         remove redundant constraints and re-OPTIMIZE.       
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 49: obj = inf, infeasibility = 1.4665e+04
SOLNP+--> Redundant constraints were found. Poor              
         intermediate results may result.  Suggest that you  
         remove redundant constraints and re-OPTIMIZE.       
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 50: obj = inf, infeasibility = 1.4665e+04
SOLNP+--> Redundant constraints were found. Poor              
         intermediate results may result.  Suggest that you  
         remove redundant constraints and re-OPTIMIZE.       
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 51: obj = inf, infeasibility = 1.4665e+04
SOLNP+--> Redundant constraints were found. Poor              
         intermediate results may result.  Suggest that you  
         remove redundant constraints and re-OPTIMIZE.       
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 52: obj = inf, infeasibility = 1.4665e+04
SOLNP+--> Redundant constraints were found. Poor              
         intermediate results may result.  Suggest that you  
         remove redundant constraints and re-OPTIMIZE.       
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 53: obj = inf, infeasibility = 1.4665e+04
SOLNP+--> Redundant constraints were found. Poor              
         intermediate results may result.  Suggest that you  
         remove redundant constraints and re-OPTIMIZE.       
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 54: obj = inf, infeasibility = 1.4665e+04
SOLNP+--> Redundant constraints were found. Poor              
         intermediate results may result.  Suggest that you  
         remove redundant constraints and re-OPTIMIZE.       
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 55: obj = inf, infeasibility = 1.4665e+04
SOLNP+--> Redundant constraints were found. Poor              
         intermediate results may result.  Suggest that you  
         remove redundant constraints and re-OPTIMIZE.       
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 56: obj = inf, infeasibility = 1.4665e+04
SOLNP+--> Redundant constraints were found. Poor              
         intermediate results may result.  Suggest that you  
         remove redundant constraints and re-OPTIMIZE.       
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 57: obj = inf, infeasibility = 1.4665e+04
SOLNP+--> Redundant constraints were found. Poor              
         intermediate results may result.  Suggest that you  
         remove redundant constraints and re-OPTIMIZE.       
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 58: obj = inf, infeasibility = 1.4665e+04
SOLNP+--> Redundant constraints were found. Poor              
         intermediate results may result.  Suggest that you  
         remove redundant constraints and re-OPTIMIZE.       
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 59: obj = inf, infeasibility = 1.4665e+04
SOLNP+--> Redundant constraints were found. Poor              
         intermediate results may result.  Suggest that you  
         remove redundant constraints and re-OPTIMIZE.       
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Exiting after maximum number of function evaluation. Tolerance not achieved.
         The infeasibility is 3.258942e+03.
         SOLNP has restarted 0 times.
SOLNP+--> SOLNP finished.
obj history: [-77.005      -77.0048619  -77.00486201 -77.004448   -77.00431952
 -77.0043228  -77.00433372 -77.00432017 -77.00444099 -77.00486322
 -77.00643907 -77.00956006 -77.00973495 -77.00994695 -77.00997525
 -77.00999584 -77.00999778 -77.00999963 -77.00999981 -77.00999998
 -77.00999999 -77.01       -77.01       -77.01       -77.01
 -77.01       -77.01       -77.01       -77.01       -77.01
 -77.01       -77.01       -77.01       -77.01       -77.01
 -77.01       -77.01       -77.01       -77.01       -77.01
 -77.01       -77.01       -77.01       -77.01       -77.01
 -77.01       -77.01       -77.01       -77.01       -77.01
 -77.01       -77.01       -77.01       -77.01       -77.01
 -77.01       -77.01       -77.01       -77.01       -77.01      ]


Running LSQFIT...
SOLNP+--> The user does not provided gradient function of cost in the fun structure. 
SOLNP+--> SOLNP uses zero-order method instead.
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 1: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 2: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 3: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 4: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 5: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 6: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 7: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 8: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 9: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 10: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 11: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 12: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 13: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 14: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 15: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 16: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 17: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 18: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 19: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 20: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 21: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 22: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 23: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 24: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 25: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 26: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 27: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 28: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 29: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 30: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 31: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 32: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 33: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 34: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 35: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 36: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 37: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 38: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 39: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 40: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 41: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 42: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 43: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 44: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 45: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 46: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 47: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 48: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 49: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 50: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 51: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 52: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 53: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 54: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 55: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 56: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 57: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 58: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 59: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 60: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 61: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 62: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 63: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 64: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 65: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 66: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 67: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 68: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 69: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 70: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 71: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 72: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 73: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 74: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 75: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 76: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 77: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 78: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 79: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 80: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 81: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 82: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 83: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 84: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 85: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 86: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 87: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 88: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 89: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 90: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 91: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 92: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 93: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 94: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 95: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 96: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 97: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 98: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 99: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 100: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 101: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 102: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 103: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 104: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 105: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 106: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
SOLNP+--> Iteration 107: obj = inf, infeasibility = 1.0000e+20
SOLNP+--> The linearized problem has no feasible     
         solution.  The problem may not be feasible.
